2026-04-29 20:10:14,Bridge Legal London,contact@bridgelegal.co.uk,law firm,London,UK,https://bridgelegal.co.uk,Public Directory,NEW,Warm lead
2026-04-29 20:10:15,Sydney Elite Realty,sales@sydneyelite.au,real estate,Sydney,Australia,https://sydneyelite.au,Public Directory,NEW,Hot lead
2026-04-29 20:10:16,Opera Growth Media,hello@operagrowth.au,marketing agency,Sydney,Australia,https://operagrowth.au,Public Directory,NEW,Warm lead
2026-04-29 20:10:17,Marina Keys Realty,info@marinakeys.ae,real estate,Dubai,UAE,https://marinakeys.ae,Public Directory,NEW,Hot lead
2026-04-29 20:10:18,Sunrise Trading LLC,sales@sunrisetrading.ae,trading,Dubai,UAE,https://sunrisetrading.ae,Public Directory,NEW,Warm lead
2026-04-29 20:10:19,Hudson SaaS Works,team@hudsonsaas.com,SaaS,New York,USA,https://hudsonsaas.com,Public Directory,NEW,Priority lead
2026-04-29 20:10:20,Swiss Bio Ventures,info@swissbio.ch,pharma,Basel,Switzerland,https://swissbio.ch,Business Registry,NEW,Priority lead
2026-04-29 20:10:21,Blue Bay Dental,info@bluebaydental.ae,dentist,Dubai,UAE,https://bluebaydental.ae,Public Directory,NEW,Hot lead
2026-04-29 20:10:22,Metro Smile Dubai,contact@metrosmile.ae,dentist,Dubai,UAE,https://metrosmile.ae,Public Directory,NEW,Hot lead
2026-04-29 20:10:23,Lotus Med Aesthetics,hello@lotusmed.ae,med spa,Dubai,UAE,https://lotusmed.ae,Public Directory,NEW,Hot lead
2026-04-29 20:10:24,Evergreen Wealth AG,info@evergreenwealth.ch,finance,Zurich,Switzerland,https://evergreenwealth.ch,Business Registry,NEW,Priority lead
2026-04-29 20:10:25,Manhattan Lead Forge,sales@leadforge.com,marketing agency,New York,USA,https://leadforge.com,Public Directory,NEW,Hot lead
